Year,Extroversion,Number of textees,Hours of sleep,Handedness,Pant leg,Sleep position,Pets,Piercings
First,8,15,9,Right-handed,Right leg in first,On your stomach,Dog,2
First,7,3,6,Right-handed,I don't know,On your left side,"Dog, Bird",2
First,8,10,7,Right-handed,Left leg in first,On your right side,"Dog, Bird",2
Second,1,1,6.5,Right-handed,Right leg in first,On your left side,"Dog, Chickens",2
First,5,20,3,Right-handed,Right leg in first,On your left side,"Dog, Fish",2
Second,2,2,8,Right-handed,Right leg in first,On your left side,"Dog, Fish",2
Fifth or above,3,2,7,Left-handed,Right leg in first,On your right side,"Dog, Fish",2
First,7,4,6,Right-handed,Right leg in first,On your right side,"Dog, Fish",2
Second,3,3,6,Right-handed,Left leg in first,On your stomach,"Dog, Fish",2
Third,5,3,6,Left-handed,Left leg in first,On your left side,"Dog, Fish, Turtle",2
First,3,9,6,Right-handed,Left leg in first,On your right side,"Dog, Fish, Turtle",2
Third,5,4,5,Right-handed,I don't know,On your right side,"Dog, Hamster or Guinea Pig",2
Second,4,4,9,Right-handed,I don't know,On your stomach,"Dog, Hamster or Guinea Pig",2
First,7,30,8,Right-handed,Left leg in first,On your back,"Dog, horse",2
First,2,6,5,Right-handed,Right leg in first,On your right side,"Dog, Horse",2
Fourth,8,3,7,Right-handed,Left leg in first,On your stomach,"Dog, Turtle",2
Second,3,2,6,Right-handed,Right leg in first,On your stomach,"Dog, Turtle",2
First,5,10,8,Right-handed,Right leg in first,On your stomach,"Dog, Turtle",2
First,5,4,9,Left-handed,Left leg in first,On your back,Fish,2
Second,3,10,7,Right-handed,Left leg in first,On your left side,Fish,2
First,4,12,7,Right-handed,Left leg in first,On your left side,Fish,2
First,6,5,7,Left-handed,Left leg in first,On your right side,Fish,2
First,5,2,6,Right-handed,Right leg in first,On your right side,Fish,2
Third,5,7,6,Right-handed,Right leg in first,On your right side,Fish,2
First,7,2,8,Right-handed,Right leg in first,On your right side,"Fish, Hamster or Guinea Pig",2
Second,5,4,6,Right-handed,Left leg in first,On your stomach,Hamster or Guinea Pig,2
Second,7,2,7,Right-handed,Left leg in first,On your right side,Cat,2
Second,6,1,5,Right-handed,I don't know,On your back,None,2
Second,7,3,6,Right-handed,I don't know,On your back,None,2
Second,6,2,7,Right-handed,I don't know,On your back,None,2
Third,5,3,7,Right-handed,I don't know,On your back,None,2
Second,6,3,7,Right-handed,I don't know,On your back,None,2
First,7,5,7,Right-handed,I don't know,On your back,None,2
Third,7,10,7,Right-handed,I don't know,On your back,None,2
First,8,6,8,Right-handed,I don't know,On your back,None,2
First,7,8,8,Right-handed,I don't know,On your back,None,2
First,5,5,6,Left-handed,Left leg in first,On your back,None,2
First,4,5,4,Right-handed,Left leg in first,On your back,None,2
Second,5,6,5,Right-handed,Left leg in first,On your back,None,2
Fourth,8,3,6,Right-handed,Left leg in first,On your back,None,2
Fourth,5,3,7,Right-handed,Left leg in first,On your back,None,2
Second,4,4,7,Right-handed,Left leg in first,On your back,None,2
Fourth,7,5,7,Right-handed,Left leg in first,On your back,None,2
First,5,10,7,Right-handed,Left leg in first,On your back,None,2
First,5,6,8,Right-handed,Left leg in first,On your back,None,2
First,7,6,8,Right-handed,Left leg in first,On your back,None,2
Second,4,10,8,Right-handed,Left leg in first,On your back,None,2
Second,4,3,7,Left-handed,Right leg in first,On your back,None,2
First,3,5,4,Right-handed,Right leg in first,On your back,None,2
Second,4,4,6,Right-handed,Right leg in first,On your back,None,2
Second,5,12,6,Right-handed,Right leg in first,On your back,None,2
First,3,2,7,Right-handed,Right leg in first,On your back,None,2
Fourth,5,3,7,Right-handed,Right leg in first,On your back,None,2
First,8,3,7,Right-handed,Right leg in first,On your back,None,2
Fifth or above,3,4,7,Right-handed,Right leg in first,On your back,None,2
Third,7,4,7,Right-handed,Right leg in first,On your back,None,2
First,4,5,7,Right-handed,Right leg in first,On your back,None,2
First,4,6,7,Right-handed,Right leg in first,On your back,None,2
Fourth,4,3,8,Right-handed,Right leg in first,On your back,None,2
First,8,6,8,Right-handed,Right leg in first,On your back,None,2
First,7,8,8,Right-handed,Right leg in first,On your back,None,2
Second,8,12,8,Right-handed,Right leg in first,On your back,None,2
Second,8,3,10,Right-handed,Right leg in first,On your back,None,2
Third,4,3,6,Right-handed,I don't know,On your left side,None,2
First,3,3,7,Right-handed,I don't know,On your left side,None,2
First,4,2,8,Right-handed,I don't know,On your left side,None,2
First,4,4,8,Right-handed,I don't know,On your left side,None,2
Third,7,5,9,Right-handed,I don't know,On your left side,None,2
Second,8,6,5,Right-handed,Left leg in first,On your left side,None,2
Second,4,3,6,Right-handed,Left leg in first,On your left side,None,2
Second,8,6,6,Right-handed,Left leg in first,On your left side,None,2
Third,8,10,6,Right-handed,Left leg in first,On your left side,None,2
First,7,19,6,Right-handed,Left leg in first,On your left side,None,2
Fourth,2,3,7,Right-handed,Left leg in first,On your left side,None,2
First,3,3,7,Right-handed,Left leg in first,On your left side,None,2
Second,8,4,7,Right-handed,Left leg in first,On your left side,None,2
Second,4,5,7,Right-handed,Left leg in first,On your left side,None,2
Second,4,5,7,Right-handed,Left leg in first,On your left side,None,2
Second,8,5,7,Right-handed,Left leg in first,On your left side,None,2
First,6,5,8,Right-handed,Left leg in first,On your left side,None,2
First,8,5,8,Right-handed,Left leg in first,On your left side,None,2
First,8,15,8,Right-handed,Left leg in first,On your left side,None,2
First,4,2,6,Right-handed,Right leg in first,On your left side,None,2
First,3,4,6,Right-handed,Right leg in first,On your left side,None,2
First,5,6,6,Right-handed,Right leg in first,On your left side,None,2
First,5,8,6,Right-handed,Right leg in first,On your left side,None,2
First,5,10,6,Right-handed,Right leg in first,On your left side,None,2
Fourth,3,1,7,Right-handed,Right leg in first,On your left side,None,2
Third,4,3,7,Right-handed,Right leg in first,On your left side,None,2
First,5,4,7,Right-handed,Right leg in first,On your left side,None,2
Second,3,5,7,Right-handed,Right leg in first,On your left side,None,2
First,8,10,7,Right-handed,Right leg in first,On your left side,None,2
Third,10,20,7,Right-handed,Right leg in first,On your left side,None,2
Third,4,2,8,Right-handed,Right leg in first,On your left side,None,2
First,3,3,8,Right-handed,Right leg in first,On your left side,None,2
First,6,9,8,Right-handed,Right leg in first,On your left side,None,2
Fourth,4,4,10,Right-handed,Right leg in first,On your left side,None,2
First,6,5,6,Left-handed,I don't know,On your right side,None,2
Second,6,2,7,Right-handed,I don't know,On your right side,None,2
Third,6,10,7,Right-handed,I don't know,On your right side,None,2
First,5,18,7,Right-handed,I don't know,On your right side,None,2
Fourth,4,3,8,Right-handed,I don't know,On your right side,None,2
Second,1,6,5,Right-handed,Left leg in first,On your right side,None,2
Second,6,2,6,Right-handed,Left leg in first,On your right side,None,2
First,7,3,6,Right-handed,Left leg in first,On your right side,None,2
Second,3,5,6,Right-handed,Left leg in first,On your right side,None,2
First,7,5,6,Right-handed,Left leg in first,On your right side,None,2
First,3,10,6,Right-handed,Left leg in first,On your right side,None,2
First,3,3,7,Right-handed,Left leg in first,On your right side,None,2
First,7,10,7,Right-handed,Left leg in first,On your right side,None,2
First,2,3,7.5,Right-handed,Left leg in first,On your right side,None,2
Second,9,19,7.5,Right-handed,Left leg in first,On your right side,None,2
Third,1,1,8,Right-handed,Left leg in first,On your right side,None,2
Third,3,5,8,Right-handed,Left leg in first,On your right side,None,2
First,8,5,8,Right-handed,Left leg in first,On your right side,None,2
First,2,2,9,Right-handed,Left leg in first,On your right side,None,2
Second,3,3,7,Left-handed,Right leg in first,On your right side,None,2
Second,2,2,5,Right-handed,Right leg in first,On your right side,None,2
Fourth,6,2,5,Right-handed,Right leg in first,On your right side,None,2
Second,5,2,6,Right-handed,Right leg in first,On your right side,None,2
Second,9,12,6,Right-handed,Right leg in first,On your right side,None,2
Second,5,1,7,Right-handed,Right leg in first,On your right side,None,2
Fourth,3,3,7,Right-handed,Right leg in first,On your right side,None,2
First,8,3,7,Right-handed,Right leg in first,On your right side,None,2
First,7,4,7,Right-handed,Right leg in first,On your right side,None,2
Second,8,4,7,Right-handed,Right leg in first,On your right side,None,2
First,4,5,7,Right-handed,Right leg in first,On your right side,None,2
First,6,5,7,Right-handed,Right leg in first,On your right side,None,2
First,8,5,7,Right-handed,Right leg in first,On your right side,None,2
Fourth,10,6,7,Right-handed,Right leg in first,On your right side,None,2
First,3,10,7,Right-handed,Right leg in first,On your right side,None,2
First,7,10,7,Right-handed,Right leg in first,On your right side,None,2
First,7,189,7,Right-handed,Right leg in first,On your right side,None,2
Fourth,3,1,8,Right-handed,Right leg in first,On your right side,None,2
Third,3,4,8,Right-handed,Right leg in first,On your right side,None,2
First,6,5,8,Right-handed,Right leg in first,On your right side,None,2
First,8,5,8,Right-handed,Right leg in first,On your right side,None,2
First,5,6,8,Right-handed,Right leg in first,On your right side,None,2
First,5,10,8,Right-handed,Right leg in first,On your right side,None,2
Second,8,11,8,Right-handed,Right leg in first,On your right side,None,2
First,3,2,9,Right-handed,Right leg in first,On your right side,None,2
Second,3,5,9,Right-handed,Right leg in first,On your right side,None,2
Second,6,5,9,Right-handed,Right leg in first,On your right side,None,2
First,7,5,7,Right-handed,I don't know,On your stomach,None,2
Fourth,7,4,7,Left-handed,Left leg in first,On your stomach,None,2
First,4,2,6,Right-handed,Left leg in first,On your stomach,None,2
First,4,5,6,Right-handed,Left leg in first,On your stomach,None,2
Third,4,2,7,Right-handed,Left leg in first,On your stomach,None,2
Second,5,2,7,Right-handed,Left leg in first,On your stomach,None,2
Second,8,9,7,Right-handed,Left leg in first,On your stomach,None,2
First,8,10,7,Right-handed,Left leg in first,On your stomach,None,2
First,7,5,7.5,Right-handed,Left leg in first,On your stomach,None,2
Second,5,9,8,Right-handed,Left leg in first,On your stomach,None,2
First,6,3,6,Right-handed,Right leg in first,On your stomach,None,2
Third,4,2,7,Right-handed,Right leg in first,On your stomach,None,2
First,7,10,7,Right-handed,Right leg in first,On your stomach,None,2
Third,7,15,7,Right-handed,Right leg in first,On your stomach,None,2
First,4,5,7.5,Right-handed,Right leg in first,On your stomach,None,2
First,8,6,8,Right-handed,Right leg in first,On your stomach,None,2
Second,7,10,6,Right-handed,Left leg in first,On your back,None,2
Second,4,8,8,Right-handed,Right leg in first,On your back,None,2
Second,3,10,6,Right-handed,Left leg in first,On your left side,None,2
Third,7,7,7,Right-handed,Left leg in first,On your left side,None,2
Second,3,5,8,Right-handed,Left leg in first,On your left side,None,2
First,6,6,6,Right-handed,Right leg in first,On your left side,None,2
Third,8,5,6,Right-handed,I don't know,On your right side,None,2
Second,5,5,8,Right-handed,Left leg in first,On your stomach,None,2
Third,6,2,8,Right-handed,I don't know,On your right side,Rabbit,2
First,5,8,6,Right-handed,Right leg in first,On your left side,Turtle,2
First,10,10,12,Right-handed,Left leg in first,On your right side,Turtle,2
First,7,5,4,Right-handed,Right leg in first,On your right side,"Turtle, Lizard",2
Second,5,5,7,Right-handed,Right leg in first,On your back,Brothers,3
Third,9,5,6,Left-handed,Left leg in first,On your back,Cat,3
Second,8,2,7,Right-handed,Left leg in first,On your back,Cat,3
Third,5,4,7,Right-handed,Left leg in first,On your back,Cat,3
Second,6,3,7,Right-handed,Right leg in first,On your back,Cat,3
Third,4,2,10,Right-handed,Left leg in first,On your left side,Cat,3
First,4,5,7,Right-handed,Right leg in first,On your left side,Cat,3
Third,6,4,8,Right-handed,Right leg in first,On your left side,Cat,3
Fourth,4,3,7,Right-handed,Right leg in first,On your right side,Cat,3
Third,8,10,9,Right-handed,Right leg in first,On your right side,Cat,3
First,7,4,8,Right-handed,Right leg in first,On your stomach,Cat,3
First,5,4,8,Right-handed,Right leg in first,On your right side,"Cat, Chicken",3
Fourth,7,2,6,Right-handed,Right leg in first,On your back,"Cat, Dog",3
First,6,3,5,Right-handed,Right leg in first,On your left side,"Cat, Dog",3
Third,9,4,6,Left-handed,Left leg in first,On your right side,"Cat, Dog",3
First,6,3,9,Right-handed,Left leg in first,On your right side,"Cat, Dog",3
Fourth,8,3,6,Right-handed,Right leg in first,On your right side,"Cat, Dog",3
First,8,4,5,Right-handed,Left leg in first,On your stomach,"Cat, Dog, Fish",3
Third,5,5,7,Right-handed,Right leg in first,On your right side,"Cat, Dog, Hamster or Guinea Pig",3
First,4,20,6,Right-handed,I don't know,On your back,Dog,3
Third,3,4,7,Right-handed,I don't know,On your back,Dog,3
Second,5,2,8,Right-handed,I don't know,On your back,Dog,3
Second,7,5,7,Right-handed,Right leg in first,On your back,Dog,3
First,8,9,7,Right-handed,I don't know,On your left side,Dog,3
Third,8,20,4,Right-handed,Left leg in first,On your left side,Dog,3
First,8,10,7,Right-handed,Left leg in first,On your left side,Dog,3
First,6,4,8,Right-handed,Left leg in first,On your left side,Dog,3
Second,3,50,5,Right-handed,Right leg in first,On your left side,Dog,3
Second,6,15,7,Right-handed,Right leg in first,On your left side,Dog,3
First,9,10,8,Right-handed,Right leg in first,On your left side,Dog,3
First,3,7,9,Right-handed,Right leg in first,On your left side,Dog,3
Fourth,4,5,7,Right-handed,I don't know,On your right side,Dog,3
First,5,7,8,Right-handed,I don't know,On your right side,Dog,3
Third,7,5,7,Left-handed,Left leg in first,On your right side,Dog,3
Second,1,1,5,Right-handed,Left leg in first,On your right side,Dog,3
First,9,8,5,Left-handed,Right leg in first,On your right side,Dog,3
Third,6,3,6,Right-handed,Right leg in first,On your right side,Dog,3
First,9,5,6,Right-handed,Right leg in first,On your right side,Dog,3
First,5,12,7,Right-handed,Right leg in first,On your right side,Dog,3
First,8,6,8,Right-handed,Right leg in first,On your right side,Dog,3
Second,6,10,6,Right-handed,Left leg in first,On your stomach,Dog,3
First,6,4,6,Right-handed,Right leg in first,On your stomach,Dog,3
Second,7,2,7,Right-handed,Right leg in first,On your stomach,Dog,3
Fourth,8,9,5,Right-handed,Left leg in first,On your back,"Dog, Fish",3
First,5,3,6,Left-handed,I don't know,On your left side,"Dog, Fish",3
First,8,10,8,Right-handed,Right leg in first,On your stomach,"Dog, Fish",3
Second,3,4,7,Right-handed,Right leg in first,On your back,Fish,3
First,6,14,9,Right-handed,Right leg in first,On your back,Hamster or Guinea Pig,3
Third,3,3,8,Right-handed,I don't know,On your right side,imaginary cat that lives rent free in my head,3
Second,8,5,8,Right-handed,Left leg in first,On your back,None,3
Third,5,3,7,Right-handed,Right leg in first,On your back,None,3
Third,7,3,8,Right-handed,Left leg in first,On your left side,None,3
First,9,5,8,Left-handed,Right leg in first,On your left side,None,3
Fifth or above,6,4,7,Right-handed,Right leg in first,On your left side,None,3
First,4,3,6.5,Left-handed,Right leg in first,On your right side,None,3
Second,8,4,5,Right-handed,Right leg in first,On your right side,None,3
First,5,2,7,Right-handed,Right leg in first,On your right side,None,3
Second,7,5,7,Right-handed,Right leg in first,On your right side,None,3
Third,3,10,7,Right-handed,Right leg in first,On your right side,None,3
Second,5,10,7,Right-handed,I don't know,On your stomach,None,3
Second,4,5,7,Right-handed,Left leg in first,On your stomach,None,3
Fourth,3,5,8,Right-handed,Right leg in first,On your stomach,None,3
First,3,5,9,Right-handed,Right leg in first,On your stomach,None,3
Second,4,1,8,Right-handed,Right leg in first,On your right side,Bird,4
Third,7,6,6,Right-handed,Left leg in first,On your back,Cat,4
Third,7,8,8,Right-handed,I don't know,On your stomach,Cat,4
Second,4,5,8.5,Right-handed,Left leg in first,On your left side,"Cat, Dog",4
First,7,5,8,Right-handed,Left leg in first,On your right side,"Cat, Dog",4
First,4,3,9,Right-handed,Right leg in first,On your back,"Cat, Dog, Fish",4
Fourth,8,4,7.5,Right-handed,Right leg in first,On your left side,"Cat, Dog, Rabbit",4
Second,4,2,5,Right-handed,Right leg in first,On your right side,"Cat, Fish",4
Second,7,5,5,Right-handed,Right leg in first,On your right side,"Cat, Fish",4
First,7,6,7,Right-handed,I don't know,On your back,Dog,4
Third,4,2,8,Right-handed,I don't know,On your back,Dog,4
First,7,5,8,Right-handed,Left leg in first,On your back,Dog,4
Second,3,5,7,Right-handed,Right leg in first,On your back,Dog,4
First,9,12,7.5,Right-handed,Right leg in first,On your back,Dog,4
Second,3,4,8,Right-handed,Right leg in first,On your back,Dog,4
Second,4,7,8,Right-handed,Right leg in first,On your back,Dog,4
First,6,10,9,Left-handed,Left leg in first,On your left side,Dog,4
First,4,8,7,Right-handed,Left leg in first,On your left side,Dog,4
First,9,50,8,Right-handed,Left leg in first,On your left side,Dog,4
First,2,3,6,Right-handed,Right leg in first,On your left side,Dog,4
First,3,2,8,Right-handed,Right leg in first,On your left side,Dog,4
First,5,9,8,Right-handed,Right leg in first,On your left side,Dog,4
First,8,25,9,Right-handed,Right leg in first,On your left side,Dog,4
First,8,5,6,Right-handed,I don't know,On your right side,Dog,4
Third,8,10,7,Right-handed,I don't know,On your right side,Dog,4
Second,9,5,6,Right-handed,Left leg in first,On your right side,Dog,4
Third,5,3,7,Right-handed,Left leg in first,On your right side,Dog,4
First,4,5,7,Right-handed,Left leg in first,On your right side,Dog,4
Third,4,10,6,Right-handed,Right leg in first,On your right side,Dog,4
Second,5,10,7,Right-handed,Right leg in first,On your right side,Dog,4
First,7,15,7,Right-handed,Right leg in first,On your right side,Dog,4
First,7,20,7,Right-handed,Right leg in first,On your right side,Dog,4
First,6,2,8,Right-handed,Right leg in first,On your right side,Dog,4
Fourth,4,5,8,Right-handed,Right leg in first,On your right side,Dog,4
First,5,6,8,Right-handed,Right leg in first,On your right side,Dog,4
First,7,14,7.5,Right-handed,I don't know,On your stomach,Dog,4
First,7,5,8,Right-handed,Left leg in first,On your stomach,Dog,4
Third,5,10,8,Right-handed,Left leg in first,On your stomach,Dog,4
First,3,5,5,Left-handed,Right leg in first,On your stomach,Dog,4
Second,6,10,4,Right-handed,Right leg in first,On your stomach,Dog,4
Second,6,7,6,Right-handed,Right leg in first,On your stomach,Dog,4
First,4,4,7,Right-handed,Right leg in first,On your stomach,Dog,4
First,5,5,8,Right-handed,Right leg in first,On your stomach,Dog,4
First,9,15,8,Right-handed,Right leg in first,On your right side,"Dog, Fish, Lizard, Axolotl",4
First,4,3,8,Right-handed,Right leg in first,On your left side,"Dog, little brother",4
First,4,7,7,Left-handed,Right leg in first,On your back,"Dog, Lizard",4
Second,5,6,6,Right-handed,I don't know,On your right side,"Dog, None",4
First,9,12,7,Right-handed,Right leg in first,On your right side,"Dog, Turtle",4
First,7,10,7,Left-handed,Right leg in first,On your stomach,"Dog, Turtle",4
First,6,8,7,Left-handed,Left leg in first,On your right side,"Fish, Bird",4
Third,4,2,7,Right-handed,Right leg in first,On your back,Hamster or Guinea Pig,4
First,8,15,8,Right-handed,Right leg in first,On your stomach,Hamster or Guinea Pig,4
First,5,5,9,Right-handed,I don't know,On your back,None,4
Third,7,4,5,Right-handed,Left leg in first,On your back,None,4
Second,2,8,7,Right-handed,Left leg in first,On your back,None,4
Second,7,4,8,Right-handed,Left leg in first,On your back,None,4
Second,7,15,9,Right-handed,Left leg in first,On your back,None,4
Second,8,6,6,Right-handed,Right leg in first,On your back,None,4
Fourth,8,5,8,Right-handed,Right leg in first,On your back,None,4
First,6,10,8,Right-handed,Right leg in first,On your back,None,4
Fourth,8,7,6,Right-handed,I don't know,On your left side,None,4
First,7,2,7,Right-handed,I don't know,On your left side,None,4
First,8,10,5,Right-handed,Left leg in first,On your left side,None,4
Third,3,3,7,Right-handed,Left leg in first,On your left side,None,4
First,7,4,7,Right-handed,Left leg in first,On your left side,None,4
Second,9,15,7,Right-handed,Left leg in first,On your left side,None,4
Second,3,5,8,Right-handed,Left leg in first,On your left side,None,4
First,8,20,6,Left-handed,Right leg in first,On your left side,None,4
First,7,3,7,Right-handed,Right leg in first,On your left side,None,4
Fourth,8,7,7,Right-handed,Right leg in first,On your left side,None,4
First,4,12,7,Right-handed,Right leg in first,On your left side,None,4
First,6,7,8,Right-handed,Right leg in first,On your left side,None,4
First,8,7,9,Right-handed,Right leg in first,On your left side,None,4
Fourth,8,5,8,Both,Left leg in first,On your right side,None,4
Second,4,4,6,Right-handed,Left leg in first,On your right side,None,4
Second,6,2,7,Right-handed,Left leg in first,On your right side,None,4
First,7,6,7,Right-handed,Left leg in first,On your right side,None,4
First,8,5,8,Right-handed,Left leg in first,On your right side,None,4
Second,6,8,7,Left-handed,Right leg in first,On your right side,None,4
First,5,6,5,Right-handed,Right leg in first,On your right side,None,4
First,9,9,6,Right-handed,Right leg in first,On your right side,None,4
Second,6,10,6,Right-handed,Right leg in first,On your right side,None,4
Third,4,9,7,Right-handed,Right leg in first,On your right side,None,4
First,7,4,8,Right-handed,Right leg in first,On your right side,None,4
Third,7,10,8,Right-handed,Right leg in first,On your right side,None,4
First,8,10,9,Left-handed,Left leg in first,On your stomach,None,4
Second,6,5,7,Right-handed,Left leg in first,On your stomach,None,4
First,7,8,7,Right-handed,Left leg in first,On your stomach,None,4
First,4,5,8,Right-handed,Left leg in first,On your stomach,None,4
Second,5,6,6,Right-handed,Right leg in first,On your stomach,None,4
Second,8,6,7,Right-handed,Right leg in first,On your stomach,None,4
Second,4,6,9,Right-handed,Right leg in first,On your stomach,None,4
Second,4,4,7,Right-handed,Right leg in first,On your back,None,4
Second,5,8,7,Right-handed,Right leg in first,On your left side,None,4
First,6,2,8,Right-handed,Right leg in first,On your stomach,None,4
First,7,10,7,Right-handed,Left leg in first,On your left side,Turtle,4
Third,5,15,8,Left-handed,Right leg in first,On your stomach,Bird,5
Third,4,3,7,Right-handed,Right leg in first,On your left side,Cat,5
Second,8,7,6,Right-handed,Left leg in first,On your right side,Cat,5
First,6,8,6,Right-handed,Left leg in first,On your left side,"Cat, Dog",5
First,5,6,7,Right-handed,Right leg in first,On your left side,"Cat, Dog",5
First,5,5,8,Right-handed,Left leg in first,On your back,Dog,5
First,7,8,7,Right-handed,Right leg in first,On your back,Dog,5
"I dont understand this question, I'm a first year but second year level with credits",6,15,8.5,Right-handed,Right leg in first,On your back,Dog,5
First,4,3,7,Left-handed,Left leg in first,On your left side,Dog,5
Second,6,5,6,Right-handed,Left leg in first,On your left side,Dog,5
Second,6,7,8,Right-handed,Left leg in first,On your left side,Dog,5
First,4,10,8,Right-handed,Left leg in first,On your left side,Dog,5
Second,6,3,7,Right-handed,Right leg in first,On your left side,Dog,5
Fourth,6,3,8,Right-handed,I don't know,On your right side,Dog,5
Third,7,10,6,Right-handed,Left leg in first,On your right side,Dog,5
Third,7,3,7,Right-handed,Left leg in first,On your right side,Dog,5
First,4,5,7,Right-handed,Left leg in first,On your right side,Dog,5
Fourth,4,3,6,Right-handed,Right leg in first,On your right side,Dog,5
First,3,10,6.5,Right-handed,Right leg in first,On your right side,Dog,5
First,3,3,7,Right-handed,Right leg in first,On your right side,Dog,5
Second,2,3,8,Right-handed,Right leg in first,On your right side,Dog,5
First,7,8,6,Right-handed,I don't know,On your stomach,Dog,5
First,9,10,8,Right-handed,I don't know,On your stomach,Dog,5
Third,10,8,6,Right-handed,Right leg in first,On your stomach,Dog,5
Third,8,5,7,Right-handed,Right leg in first,On your stomach,Dog,5
First,8,25,7,Right-handed,Right leg in first,On your stomach,Dog,5
First,5,1,7,Right-handed,I don't know,On your right side,"Dog, Fish",5
First,6,15,7,Right-handed,Left leg in first,On your back,"Dog, Fish, Turtle, Rabbit, Bird",5
Fourth,3,5,8,Right-handed,Right leg in first,On your stomach,"Dog, Lizard",5
Second,8,13,6,Right-handed,Right leg in first,On your left side,Fish,5
Third,8,2,6,Right-handed,Right leg in first,On your right side,Hamster or Guinea Pig,5
Second,4,25,8,Right-handed,Right leg in first,On your stomach,Hamster or Guinea Pig,5
First,7,10,6,Right-handed,I don't know,On your back,None,5
Fifth or above,7,1,7,Right-handed,Right leg in first,On your back,None,5
First,7,10,6,Right-handed,Left leg in first,On your left side,None,5
Second,4,3,10,Right-handed,Left leg in first,On your left side,None,5
Second,4,5,6,Right-handed,Right leg in first,On your left side,None,5
Fourth,8,6,6,Right-handed,Right leg in first,On your left side,None,5
First,7,9,7,Right-handed,Right leg in first,On your left side,None,5
Third,3,10,7,Right-handed,Right leg in first,On your left side,None,5
Third,4,5,9,Right-handed,Right leg in first,On your left side,None,5
Second,3,5,7,Left-handed,Right leg in first,On your right side,None,5
Third,4,3,9,Left-handed,Right leg in first,On your right side,None,5
Second,9,5,7,Right-handed,Right leg in first,On your right side,None,5
First,8,11,7,Right-handed,Right leg in first,On your right side,None,5
Second,8,7,8,Right-handed,Right leg in first,On your right side,None,5
First,7,7,7,Right-handed,Left leg in first,On your stomach,None,5
Second,5,5,7,Right-handed,Right leg in first,On your stomach,None,5
Third,8,3,8,Right-handed,Right leg in first,On your stomach,None,5
Third,7,3,4,Right-handed,Left leg in first,On your left side,None,5
First,8,10,4,Right-handed,Left leg in first,On your right side,None,5
Fourth,10,10,6,Right-handed,Left leg in first,On your left side,Rabbit,5
First,5,4,5,Right-handed,I don't know,On your left side,Turtle,5
First,4,8,7,Right-handed,Left leg in first,On your left side,Bird,6
Second,8,10,7,Right-handed,Right leg in first,On your right side,Cat,6
First,3,1,9,Right-handed,Right leg in first,On your stomach,"Cat, Dog",6
Second,4,3,8,Right-handed,Right leg in first,On your left side,"Cat, Dog, Lizard",6
Second,9,10,9,Right-handed,Right leg in first,On your right side,"Cat, Dog, Rat , but he just died 2 days ago rip harry",6
Second,9,10,12,Right-handed,Left leg in first,On your back,Dog,6
Fourth,4,2,8,Right-handed,Left leg in first,On your left side,Dog,6
First,10,5,8,Right-handed,Left leg in first,On your left side,Dog,6
Second,3,10,8,Right-handed,Left leg in first,On your left side,Dog,6
Second,4,3,10,Right-handed,Left leg in first,On your left side,Dog,6
First,6,7,7,Right-handed,Right leg in first,On your left side,Dog,6
First,6,10,10,Right-handed,Right leg in first,On your left side,Dog,6
Second,4,6,8,Right-handed,Left leg in first,On your right side,Dog,6
Third,4,2,6,Right-handed,Right leg in first,On your right side,Dog,6
First,4,10,7,Right-handed,Right leg in first,On your right side,Dog,6
Second,6,6,8,Right-handed,I don't know,On your stomach,Dog,6
Second,2,5,7,Right-handed,Left leg in first,On your stomach,Dog,6
Third,7,8,7.5,Right-handed,Right leg in first,On your stomach,Dog,6
Second,4,5,7,Right-handed,Right leg in first,On your right side,"Dog, Bird",6
Fourth,8,9,6,Right-handed,Right leg in first,On your back,"Dog, Fish",6
Fourth,7,5,7,Right-handed,Left leg in first,On your right side,"Dog, Fish",6
First,7,10,8,Right-handed,Left leg in first,On your stomach,"Dog, pig",6
Third,10,20,6,Right-handed,Right leg in first,On your left side,"Dog, Snake",6
First,5,5,7,Right-handed,Right leg in first,On your right side,Fish,6
First,9,10,6,Right-handed,Left leg in first,On your right side,"Fish, Turtle",6
Fourth,8,8,7,Right-handed,Right leg in first,On your back,None,6
First,4,5,7,Right-handed,I don't know,On your left side,None,6
First,3,2,7,Right-handed,Left leg in first,On your left side,None,6
First,7,25,6,Right-handed,Right leg in first,On your left side,None,6
Second,5,4,7,Right-handed,Right leg in first,On your left side,None,6
Second,9,10,7,Right-handed,Right leg in first,On your left side,None,6
First,7,8,9,Right-handed,Right leg in first,On your left side,None,6
First,9,12,9,Right-handed,Right leg in first,On your left side,None,6
Fourth,7,8,6,Right-handed,I don't know,On your right side,None,6
Third,7,5,7,Right-handed,Left leg in first,On your right side,None,6
Second,7,20,8,Right-handed,Left leg in first,On your right side,None,6
First,8,5,7,Right-handed,Right leg in first,On your right side,None,6
First,4,3,8,Right-handed,Right leg in first,On your right side,None,6
First,4,3,8,Right-handed,Right leg in first,On your right side,None,6
Third,10,15,8,Right-handed,Right leg in first,On your right side,None,6
Second,5,2,7,Left-handed,Left leg in first,On your stomach,None,6
Second,5,8,6,Right-handed,Left leg in first,On your stomach,None,6
Second,7,6,9,Right-handed,Left leg in first,On your stomach,None,6
Second,9,30,6,Right-handed,Right leg in first,On your stomach,None,6
