"","Date","tmax","tmin","prcp"
"26144",1967-07-31,105,82,0.04
"26145",1967-08-01,103,80,0
"26146",1967-08-02,108,80,0
"26147",1967-08-03,94,81,0.01
"26148",1967-08-04,102,78,0
"26149",1967-08-05,97,79,0
"26150",1967-08-06,100,79,0
"26151",1967-08-07,102,77,0
"26152",1967-08-08,102,83,0
"26153",1967-08-09,102,79,0
"26154",1967-08-10,102,84,0
"26155",1967-08-11,100,76,0
"26156",1967-08-12,103,82,0
"26157",1967-08-13,106,82,0
"26158",1967-08-14,106,81,0
"26159",1967-08-15,102,75,0
"26160",1967-08-16,101,77,0
"26161",1967-08-17,98,74,0
"26162",1967-08-18,104,76,0
"26163",1967-08-19,103,75,0
"26164",1967-08-20,104,79,0
"26165",1967-08-21,106,76,0
"26166",1967-08-22,104,76,0
"26167",1967-08-23,104,80,0
"26168",1967-08-24,104,76,0
"26169",1967-08-25,107,76,0
"26170",1967-08-26,110,77,0
"26171",1967-08-27,106,80,0
"26172",1967-08-28,107,82,0
"26173",1967-08-29,108,84,0
"26174",1967-08-30,103,79,0.01
"26175",1967-08-31,101,81,0
"26176",1967-09-01,91,79,0
"26177",1967-09-02,88,72,0.08
"26178",1967-09-03,89,71,0.02
"26179",1967-09-04,95,73,0
"26180",1967-09-05,96,73,0.01
"26181",1967-09-06,97,75,0
"26182",1967-09-07,98,72,0
"26183",1967-09-08,100,76,0
"26184",1967-09-09,102,74,0
"26185",1967-09-10,102,78,0
"26186",1967-09-11,102,76,0
"26187",1967-09-12,102,74,0
"26188",1967-09-13,102,73,0
"26189",1967-09-14,98,70,0
"26190",1967-09-15,98,63,0
"26191",1967-09-16,99,65,0
"26192",1967-09-17,98,68,0
"26193",1967-09-18,97,68,0
"26194",1967-09-19,94,68,0
"26195",1967-09-20,98,66,0
"26196",1967-09-21,103,73,0
"26197",1967-09-22,104,77,0.02
"26198",1967-09-23,105,72,0
"26199",1967-09-24,103,73,0
"26200",1967-09-25,96,70,0
"26201",1967-09-26,95,69,0
"26202",1967-09-27,96,70,0
"26203",1967-09-28,95,72,0
"26204",1967-09-29,97,68,0
"26205",1967-09-30,99,70,0
"26206",1967-10-01,98,70,0
"26207",1967-10-02,94,73,0.01
"26208",1967-10-03,80,70,0.66
"26209",1967-10-04,90,66,0
"26210",1967-10-05,92,68,0
"26211",1967-10-06,89,64,0
"26212",1967-10-07,90,55,0
"26213",1967-10-08,91,55,0
"26214",1967-10-09,90,56,0
"26215",1967-10-10,91,56,0
"26216",1967-10-11,92,60,0
"26217",1967-10-12,93,61,0
"26218",1967-10-13,94,59,0
"26219",1967-10-14,94,60,0
"26220",1967-10-15,91,60,0
"26221",1967-10-16,87,56,0
"26222",1967-10-17,92,53,0
"26223",1967-10-18,94,58,0
"26224",1967-10-19,92,52,0
"26225",1967-10-20,92,54,0
"26226",1967-10-21,91,54,0
"26227",1967-10-22,88,61,0
"26228",1967-10-23,88,53,0
"26229",1967-10-24,88,53,0
"26230",1967-10-25,89,53,0
"26231",1967-10-26,87,54,0
"26232",1967-10-27,88,53,0
"26233",1967-10-28,88,52,0
"26234",1967-10-29,78,55,0
"26235",1967-10-30,75,46,0
"26236",1967-10-31,81,45,0
"26237",1967-11-01,83,45,0
"26238",1967-11-02,82,47,0
"26239",1967-11-03,82,50,0
"26240",1967-11-04,82,48,0
"26241",1967-11-05,82,53,0
"26242",1967-11-06,84,60,0
"26243",1967-11-07,81,55,0
"26244",1967-11-08,82,53,0
"26245",1967-11-09,83,50,0
"26246",1967-11-10,82,44,0
"26247",1967-11-11,87,48,0
"26248",1967-11-12,92,51,0
"26249",1967-11-13,90,53,0
"26250",1967-11-14,88,48,0
"26251",1967-11-15,86,47,0
"26252",1967-11-16,79,49,0
"26253",1967-11-17,83,48,0
"26254",1967-11-18,84,49,0
"26255",1967-11-19,81,50,0
"26256",1967-11-20,76,49,0
"26257",1967-11-21,73,51,0.11
"26258",1967-11-22,70,54,0.12
"26259",1967-11-23,67,52,0
"26260",1967-11-24,70,46,0
"26261",1967-11-25,72,45,0
"26262",1967-11-26,75,49,0.32
"26263",1967-11-27,69,55,0.2
"26264",1967-11-28,67,48,0.51
"26265",1967-11-29,58,44,0.01
"26266",1967-11-30,62,37,0
"26267",1967-12-01,60,40,0
"26268",1967-12-02,67,33,0
"26269",1967-12-03,67,38,0
"26270",1967-12-04,68,44,0
"26271",1967-12-05,68,41,0
"26272",1967-12-06,67,38,0
"26273",1967-12-07,64,39,0
"26274",1967-12-08,62,39,0
"26275",1967-12-09,60,40,0
"26276",1967-12-10,57,29,0
"26277",1967-12-11,61,30,0
"26278",1967-12-12,61,32,0
"26279",1967-12-13,48,36,0.38
"26280",1967-12-14,44,35,1.43
"26281",1967-12-15,49,40,0.86
"26282",1967-12-16,47,33,0.03
"26283",1967-12-17,49,36,0.05
"26284",1967-12-18,53,36,0.25
"26285",1967-12-19,61,46,0.98
"26286",1967-12-20,50,36,0
"26287",1967-12-21,50,32,0
"26288",1967-12-22,60,31,0
"26289",1967-12-23,66,43,0
"26290",1967-12-24,65,36,0
"26291",1967-12-25,66,35,0
"26292",1967-12-26,65,37,0
"26293",1967-12-27,66,37,0
"26294",1967-12-28,63,39,0
"26295",1967-12-29,62,40,0
"26296",1967-12-30,61,37,0
"26297",1967-12-31,59,35,0
"26298",1968-01-01,57,31,0
"26299",1968-01-02,61,32,0
"26300",1968-01-03,55,33,0.03
"26301",1968-01-04,62,32,0
"26302",1968-01-05,58,33,0
"26303",1968-01-06,63,31,0
"26304",1968-01-07,67,32,0
"26305",1968-01-08,63,40,0
"26306",1968-01-09,62,42,0
"26307",1968-01-10,59,44,0
"26308",1968-01-11,65,37,0
"26309",1968-01-12,67,39,0
"26310",1968-01-13,72,51,0
"26311",1968-01-14,74,41,0
"26312",1968-01-15,68,39,0
"26313",1968-01-16,65,36,0
"26314",1968-01-17,67,35,0
"26315",1968-01-18,67,35,0
"26316",1968-01-19,67,36,0
"26317",1968-01-20,66,36,0
"26318",1968-01-21,70,36,0
"26319",1968-01-22,73,37,0
"26320",1968-01-23,73,48,0
"26321",1968-01-24,73,41,0
"26322",1968-01-25,69,38,0
"26323",1968-01-26,58,45,0.12
"26324",1968-01-27,66,49,0
"26325",1968-01-28,66,52,0.04
"26326",1968-01-29,66,45,0
"26327",1968-01-30,70,42,0
"26328",1968-01-31,66,44,0
"26329",1968-02-01,66,35,0
"26330",1968-02-02,73,42,0
"26331",1968-02-03,72,39,0
"26332",1968-02-04,74,40,0
"26333",1968-02-05,76,43,0
"26334",1968-02-06,76,48,0
"26335",1968-02-07,77,49,0
"26336",1968-02-08,74,44,0
"26337",1968-02-09,64,54,0.16
"26338",1968-02-10,65,54,0.17
"26339",1968-02-11,66,53,0.02
"26340",1968-02-12,61,52,0.59
"26341",1968-02-13,59,49,0.19
"26342",1968-02-14,62,47,0.07
"26343",1968-02-15,66,44,0
"26344",1968-02-16,68,46,0
"26345",1968-02-17,69,45,0
"26346",1968-02-18,73,51,0
"26347",1968-02-19,75,48,0
"26348",1968-02-20,75,49,0
"26349",1968-02-21,75,48,0
"26350",1968-02-22,77,49,0
"26351",1968-02-23,76,45,0
"26352",1968-02-24,79,45,0
"26353",1968-02-25,81,48,0
"26354",1968-02-26,84,51,0
"26355",1968-02-27,79,50,0
"26356",1968-02-28,75,48,0
"26357",1968-02-29,77,49,0
"26358",1968-03-01,75,50,0
"26359",1968-03-02,72,56,0.06
"26360",1968-03-03,76,51,0
"26361",1968-03-04,78,49,0
"26362",1968-03-05,77,47,0
"26363",1968-03-06,75,52,0
"26364",1968-03-07,71,52,0
"26365",1968-03-08,63,50,0.26
"26366",1968-03-09,54,47,0.64
"26367",1968-03-10,61,44,0.08
"26368",1968-03-11,67,40,0
"26369",1968-03-12,68,40,0
"26370",1968-03-13,70,46,0
"26371",1968-03-14,70,45,0
"26372",1968-03-15,73,45,0
"26373",1968-03-16,74,52,0
"26374",1968-03-17,67,47,0
"26375",1968-03-18,68,39,0
"26376",1968-03-19,68,40,0
"26377",1968-03-20,66,36,0
"26378",1968-03-21,72,38,0
"26379",1968-03-22,73,39,0
"26380",1968-03-23,79,40,0
"26381",1968-03-24,81,40,0
"26382",1968-03-25,77,47,0
"26383",1968-03-26,82,43,0
"26384",1968-03-27,85,46,0
"26385",1968-03-28,88,48,0
"26386",1968-03-29,90,49,0
"26387",1968-03-30,88,53,0
"26388",1968-03-31,81,53,0
"26389",1968-04-01,85,52,0
"26390",1968-04-02,71,54,0
"26391",1968-04-03,76,49,0
"26392",1968-04-04,79,45,0
"26393",1968-04-05,83,46,0
"26394",1968-04-06,78,55,0
"26395",1968-04-07,80,42,0
"26396",1968-04-08,85,44,0
"26397",1968-04-09,87,47,0
"26398",1968-04-10,89,57,0
"26399",1968-04-11,83,57,0
"26400",1968-04-12,82,58,0
"26401",1968-04-13,83,53,0
"26402",1968-04-14,88,52,0
"26403",1968-04-15,90,58,0
"26404",1968-04-16,84,57,0
"26405",1968-04-17,77,52,0
"26406",1968-04-18,63,45,0
"26407",1968-04-19,75,37,0
"26408",1968-04-20,81,43,0
"26409",1968-04-21,76,52,0
"26410",1968-04-22,73,54,0
"26411",1968-04-23,79,45,0
"26412",1968-04-24,85,48,0
"26413",1968-04-25,88,48,0
"26414",1968-04-26,91,50,0
"26415",1968-04-27,90,54,0
"26416",1968-04-28,90,55,0
"26417",1968-04-29,94,53,0
"26418",1968-04-30,94,59,0
"26419",1968-05-01,95,60,0
"26420",1968-05-02,90,63,0
"26421",1968-05-03,89,63,0
"26422",1968-05-04,92,64,0
"26423",1968-05-05,91,64,0
"26424",1968-05-06,87,57,0
"26425",1968-05-07,88,50,0
"26426",1968-05-08,93,55,0
"26427",1968-05-09,91,56,0
"26428",1968-05-10,89,63,0
"26429",1968-05-11,90,59,0
"26430",1968-05-12,80,59,0
"26431",1968-05-13,83,51,0
"26432",1968-05-14,88,55,0
"26433",1968-05-15,88,50,0
"26434",1968-05-16,90,51,0
"26435",1968-05-17,92,54,0
"26436",1968-05-18,96,54,0
"26437",1968-05-19,101,59,0
"26438",1968-05-20,102,65,0
"26439",1968-05-21,100,64,0
"26440",1968-05-22,93,66,0
"26441",1968-05-23,88,59,0
"26442",1968-05-24,90,56,0
"26443",1968-05-25,94,56,0
"26444",1968-05-26,101,61,0
"26445",1968-05-27,105,64,0
"26446",1968-05-28,108,67,0
"26447",1968-05-29,107,68,0
"26448",1968-05-30,102,67,0
"26449",1968-05-31,101,66,0
"26450",1968-06-01,105,66,0
"26451",1968-06-02,109,68,0
"26452",1968-06-03,107,70,0
"26453",1968-06-04,104,69,0
"26454",1968-06-05,101,70,0
"26455",1968-06-06,90,67,0
"26456",1968-06-07,90,61,0
"26457",1968-06-08,85,59,0
"26458",1968-06-09,88,61,0
"26459",1968-06-10,91,61,0
"26460",1968-06-11,99,62,0
"26461",1968-06-12,103,66,0
"26462",1968-06-13,103,65,0
"26463",1968-06-14,105,65,0
"26464",1968-06-15,105,66,0
"26465",1968-06-16,108,66,0
"26466",1968-06-17,111,69,0
"26467",1968-06-18,114,73,0
"26468",1968-06-19,115,75,0
"26469",1968-06-20,115,74,0
"26470",1968-06-21,115,72,0
"26471",1968-06-22,115,70,0
"26472",1968-06-23,111,72,0
"26473",1968-06-24,104,71,0
"26474",1968-06-25,103,75,0
"26475",1968-06-26,107,76,0
"26476",1968-06-27,108,75,0
"26477",1968-06-28,107,67,0
"26478",1968-06-29,104,68,0
"26479",1968-06-30,101,68,0
"26480",1968-07-01,104,67,0
"26481",1968-07-02,109,71,0
"26482",1968-07-03,105,79,0.04
"26483",1968-07-04,102,75,0.2
"26484",1968-07-05,90,74,0.02
"26485",1968-07-06,92,73,0.12
"26486",1968-07-07,99,71,0
"26487",1968-07-08,103,78,0
"26488",1968-07-09,107,80,0
"26489",1968-07-10,109,78,0
"26490",1968-07-11,110,73,0
"26491",1968-07-12,109,74,0
"26492",1968-07-13,106,77,0
"26493",1968-07-14,104,79,0
"26494",1968-07-15,106,76,0
"26495",1968-07-16,105,73,0
"26496",1968-07-17,104,81,0
"26497",1968-07-18,107,82,0
"26498",1968-07-19,107,83,0
"26499",1968-07-20,108,82,0.3
"26500",1968-07-21,105,81,0
"26501",1968-07-22,102,80,0
"26502",1968-07-23,98,79,0
"26503",1968-07-24,104,81,0
"26504",1968-07-25,105,85,0
"26505",1968-07-26,99,74,0.14
"26506",1968-07-27,102,76,0
"26507",1968-07-28,101,76,0
"26508",1968-07-29,100,78,0
"26509",1968-07-30,102,81,0.07
"26510",1968-07-31,99,74,0.81
"26511",1968-08-01,102,80,0
"26512",1968-08-02,101,77,0.01
"26513",1968-08-03,103,73,0.08
"26514",1968-08-04,96,74,0.14
"26515",1968-08-05,92,73,0.08
"26516",1968-08-06,100,77,0
"26517",1968-08-07,96,77,0
"26518",1968-08-08,102,79,0
"26519",1968-08-09,98,80,0
"26520",1968-08-10,101,80,0
"26521",1968-08-11,99,79,0
"26522",1968-08-12,101,77,0.26
"26523",1968-08-13,103,76,0
"26524",1968-08-14,96,71,0
"26525",1968-08-15,96,66,0
"26526",1968-08-16,101,67,0
"26527",1968-08-17,99,70,0
"26528",1968-08-18,98,70,0
"26529",1968-08-19,98,72,0
"26530",1968-08-20,91,74,0.02
"26531",1968-08-21,98,72,0
"26532",1968-08-22,97,67,0
"26533",1968-08-23,98,61,0
"26534",1968-08-24,102,66,0
"26535",1968-08-25,103,69,0
"26536",1968-08-26,96,81,0
"26537",1968-08-27,101,76,0
"26538",1968-08-28,104,74,0
"26539",1968-08-29,104,75,0
"26540",1968-08-30,100,78,0
"26541",1968-08-31,99,75,0
"26542",1968-09-01,98,73,0
"26543",1968-09-02,102,77,0
"26544",1968-09-03,99,74,0
"26545",1968-09-04,100,71,0
"26546",1968-09-05,103,70,0
"26547",1968-09-06,105,73,0
"26548",1968-09-07,104,74,0
"26549",1968-09-08,107,71,0
"26550",1968-09-09,107,72,0
"26551",1968-09-10,106,78,0
"26552",1968-09-11,105,79,0
"26553",1968-09-12,102,74,0
"26554",1968-09-13,102,70,0
"26555",1968-09-14,99,79,0
"26556",1968-09-15,95,70,0
"26557",1968-09-16,94,66,0
"26558",1968-09-17,95,64,0
"26559",1968-09-18,98,60,0
"26560",1968-09-19,98,65,0
"26561",1968-09-20,95,66,0
"26562",1968-09-21,92,63,0
"26563",1968-09-22,90,58,0
"26564",1968-09-23,93,54,0
"26565",1968-09-24,97,55,0
"26566",1968-09-25,101,58,0
"26567",1968-09-26,101,64,0
"26568",1968-09-27,100,67,0
"26569",1968-09-28,98,64,0
"26570",1968-09-29,97,62,0
"26571",1968-09-30,98,62,0
"26572",1968-10-01,95,58,0
"26573",1968-10-02,94,59,0
"26574",1968-10-03,81,66,0.35
"26575",1968-10-04,82,60,0
"26576",1968-10-05,87,58,0
"26577",1968-10-06,91,60,0
"26578",1968-10-07,91,63,0
"26579",1968-10-08,88,61,0
"26580",1968-10-09,91,60,0
"26581",1968-10-10,91,63,0
"26582",1968-10-11,92,62,0
"26583",1968-10-12,92,60,0
"26584",1968-10-13,93,60,0
"26585",1968-10-14,93,65,0
"26586",1968-10-15,81,59,0
"26587",1968-10-16,80,51,0
"26588",1968-10-17,86,49,0
"26589",1968-10-18,89,48,0
"26590",1968-10-19,79,55,0
"26591",1968-10-20,89,51,0
"26592",1968-10-21,88,49,0
"26593",1968-10-22,91,49,0
"26594",1968-10-23,91,49,0
"26595",1968-10-24,95,52,0
"26596",1968-10-25,94,53,0
"26597",1968-10-26,93,54,0
"26598",1968-10-27,94,53,0
"26599",1968-10-28,94,54,0
"26600",1968-10-29,92,53,0
"26601",1968-10-30,81,57,0
"26602",1968-10-31,83,53,0
"26603",1968-11-01,81,57,0
"26604",1968-11-02,81,51,0
"26605",1968-11-03,82,50,0
"26606",1968-11-04,79,51,0
"26607",1968-11-05,77,46,0
"26608",1968-11-06,78,43,0
"26609",1968-11-07,74,47,0
"26610",1968-11-08,76,46,0
"26611",1968-11-09,77,41,0
"26612",1968-11-10,81,43,0
"26613",1968-11-11,84,45,0
"26614",1968-11-12,77,48,0
"26615",1968-11-13,66,55,0.52
"26616",1968-11-14,66,51,0.01
"26617",1968-11-15,55,49,0.38
"26618",1968-11-16,65,48,0
"26619",1968-11-17,68,43,0
"26620",1968-11-18,72,47,0
"26621",1968-11-19,73,45,0
"26622",1968-11-20,80,45,0
"26623",1968-11-21,77,50,0
"26624",1968-11-22,78,47,0
"26625",1968-11-23,76,46,0
"26626",1968-11-24,76,46,0
"26627",1968-11-25,68,41,0
"26628",1968-11-26,68,36,0
"26629",1968-11-27,64,37,0
"26630",1968-11-28,65,34,0
"26631",1968-11-29,65,37,0
"26632",1968-11-30,61,34,0
"26633",1968-12-01,63,43,0.04
"26634",1968-12-02,61,37,0
"26635",1968-12-03,65,34,0
"26636",1968-12-04,71,38,0
"26637",1968-12-05,69,36,0
"26638",1968-12-06,69,33,0
"26639",1968-12-07,74,35,0
"26640",1968-12-08,71,42,0
"26641",1968-12-09,74,40,0
"26642",1968-12-10,77,43,0
"26643",1968-12-11,71,44,0
"26644",1968-12-12,63,37,0
"26645",1968-12-13,67,30,0
"26646",1968-12-14,73,42,0
"26647",1968-12-15,69,42,0
"26648",1968-12-16,68,38,0
"26649",1968-12-17,63,39,0
"26650",1968-12-18,51,33,0
"26651",1968-12-19,58,25,0
"26652",1968-12-20,53,37,0.28
"26653",1968-12-21,44,29,0
"26654",1968-12-22,48,24,0
"26655",1968-12-23,63,28,0
"26656",1968-12-24,66,33,0
"26657",1968-12-25,58,33,0
"26658",1968-12-26,58,44,0.37
"26659",1968-12-27,53,34,0
"26660",1968-12-28,54,32,0
"26661",1968-12-29,59,34,0
"26662",1968-12-30,61,32,0
"26663",1968-12-31,70,32,0
"26664",1969-01-01,71,38,0
"26665",1969-01-02,68,36,0
"26666",1969-01-03,71,37,0
"26667",1969-01-04,68,42,0
"26668",1969-01-05,69,39,0
"26669",1969-01-06,72,38,0
"26670",1969-01-07,72,39,0
"26671",1969-01-08,71,40,0
"26672",1969-01-09,62,46,0
"26673",1969-01-10,67,46,0
"26674",1969-01-11,70,40,0
"26675",1969-01-12,71,39,0
"26676",1969-01-13,69,49,0
"26677",1969-01-14,61,53,0.77
"26678",1969-01-15,62,50,0.29
"26679",1969-01-16,66,47,0
"26680",1969-01-17,67,48,0
"26681",1969-01-18,66,43,0
"26682",1969-01-19,65,53,0
"26683",1969-01-20,70,53,0.03
"26684",1969-01-21,70,50,0.2
"26685",1969-01-22,66,45,0
"26686",1969-01-23,65,45,0
"26687",1969-01-24,59,48,0.01
"26688",1969-01-25,63,52,0.04
"26689",1969-01-26,75,53,0
"26690",1969-01-27,66,53,0.03
"26691",1969-01-28,56,40,0
"26692",1969-01-29,55,34,0
"26693",1969-01-30,59,30,0
"26694",1969-01-31,58,27,0
"26695",1969-02-01,58,29,0
"26696",1969-02-02,65,31,0
"26697",1969-02-03,72,34,0
"26698",1969-02-04,71,42,0
"26699",1969-02-05,66,40,0
"26700",1969-02-06,68,38,0.11
"26701",1969-02-07,61,40,0.01
"26702",1969-02-08,66,36,0
"26703",1969-02-09,69,36,0
"26704",1969-02-10,72,37,0
"26705",1969-02-11,74,39,0
"26706",1969-02-12,71,47,0.05
"26707",1969-02-13,63,46,0.13
"26708",1969-02-14,64,43,0
"26709",1969-02-15,68,47,0
"26710",1969-02-16,67,48,0
"26711",1969-02-17,70,43,0
"26712",1969-02-18,76,50,0.01
"26713",1969-02-19,59,45,0.09
"26714",1969-02-20,57,40,0.2
"26715",1969-02-21,59,35,0
"26716",1969-02-22,57,38,0.18
"26717",1969-02-23,56,33,0
"26718",1969-02-24,66,37,0
"26719",1969-02-25,74,39,0
"26720",1969-02-26,66,41,0
"26721",1969-02-27,69,36,0
"26722",1969-02-28,69,44,0
"26723",1969-03-01,68,41,0
"26724",1969-03-02,68,34,0
"26725",1969-03-03,71,37,0
"26726",1969-03-04,60,39,0
"26727",1969-03-05,64,34,0
"26728",1969-03-06,68,37,0.02
"26729",1969-03-07,61,36,0
"26730",1969-03-08,64,32,0
"26731",1969-03-09,65,39,0
"26732",1969-03-10,61,47,0.52
"26733",1969-03-11,59,38,0
"26734",1969-03-12,63,36,0
"26735",1969-03-13,63,38,0
"26736",1969-03-14,59,33,0
"26737",1969-03-15,67,32,0
"26738",1969-03-16,72,36,0
"26739",1969-03-17,77,38,0
"26740",1969-03-18,81,42,0
"26741",1969-03-19,82,49,0
"26742",1969-03-20,81,49,0
"26743",1969-03-21,86,48,0
"26744",1969-03-22,61,44,0.02
"26745",1969-03-23,73,40,0
"26746",1969-03-24,73,48,0
"26747",1969-03-25,77,45,0
"26748",1969-03-26,81,44,0
"26749",1969-03-27,85,45,0
"26750",1969-03-28,88,45,0
"26751",1969-03-29,90,49,0
"26752",1969-03-30,91,48,0
"26753",1969-03-31,90,54,0
"26754",1969-04-01,87,61,0
"26755",1969-04-02,89,54,0
"26756",1969-04-03,79,61,0
"26757",1969-04-04,83,49,0
"26758",1969-04-05,89,48,0
"26759",1969-04-06,82,55,0
"26760",1969-04-07,75,49,0
"26761",1969-04-08,80,44,0
"26762",1969-04-09,83,47,0
"26763",1969-04-10,83,53,0.02
"26764",1969-04-11,66,55,0.01
"26765",1969-04-12,83,48,0
"26766",1969-04-13,89,52,0
"26767",1969-04-14,91,53,0
"26768",1969-04-15,79,58,0
"26769",1969-04-16,79,49,0
"26770",1969-04-17,84,51,0
"26771",1969-04-18,90,53,0
"26772",1969-04-19,85,59,0
"26773",1969-04-20,92,55,0
"26774",1969-04-21,96,55,0
"26775",1969-04-22,91,57,0
"26776",1969-04-23,90,54,0
"26777",1969-04-24,84,52,0
"26778",1969-04-25,81,49,0
"26779",1969-04-26,81,52,0
"26780",1969-04-27,82,45,0
"26781",1969-04-28,87,49,0
"26782",1969-04-29,89,49,0
"26783",1969-04-30,91,53,0
"26784",1969-05-01,90,56,0
"26785",1969-05-02,90,54,0
"26786",1969-05-03,89,49,0
"26787",1969-05-04,75,52,0.15
"26788",1969-05-05,68,51,0.11
"26789",1969-05-06,68,47,0
"26790",1969-05-07,77,58,0
"26791",1969-05-08,87,63,0
"26792",1969-05-09,94,62,0
"26793",1969-05-10,97,63,0
"26794",1969-05-11,98,67,0
"26795",1969-05-12,95,67,0
"26796",1969-05-13,95,69,0
"26797",1969-05-14,95,66,0
"26798",1969-05-15,94,64,0
"26799",1969-05-16,96,60,0
"26800",1969-05-17,100,63,0
"26801",1969-05-18,102,65,0
"26802",1969-05-19,101,66,0
"26803",1969-05-20,99,64,0
"26804",1969-05-21,99,64,0
"26805",1969-05-22,101,62,0
"26806",1969-05-23,100,62,0
"26807",1969-05-24,98,61,0
"26808",1969-05-25,100,63,0
"26809",1969-05-26,102,64,0
"26810",1969-05-27,103,65,0
"26811",1969-05-28,105,66,0
"26812",1969-05-29,105,67,0
"26813",1969-05-30,107,68,0
"26814",1969-05-31,104,71,0
"26815",1969-06-01,100,64,0
"26816",1969-06-02,101,71,0
"26817",1969-06-03,96,67,0
"26818",1969-06-04,100,71,0
"26819",1969-06-05,106,70,0
"26820",1969-06-06,103,72,0
"26821",1969-06-07,99,71,0
"26822",1969-06-08,100,68,0
"26823",1969-06-09,98,67,0
"26824",1969-06-10,89,67,0
"26825",1969-06-11,91,64,0
"26826",1969-06-12,91,67,0
"26827",1969-06-13,96,67,0
"26828",1969-06-14,100,68,0
"26829",1969-06-15,95,70,0
"26830",1969-06-16,96,72,0
"26831",1969-06-17,97,66,0
"26832",1969-06-18,98,69,0
"26833",1969-06-19,102,69,0
"26834",1969-06-20,104,68,0
"26835",1969-06-21,101,68,0
"26836",1969-06-22,101,69,0
"26837",1969-06-23,102,70,0
"26838",1969-06-24,100,71,0
"26839",1969-06-25,98,70,0
"26840",1969-06-26,94,72,0
"26841",1969-06-27,102,71,0
"26842",1969-06-28,104,68,0
"26843",1969-06-29,108,70,0
"26844",1969-06-30,110,72,0
"26845",1969-07-01,110,75,0
"26846",1969-07-02,110,85,0
"26847",1969-07-03,112,88,0
"26848",1969-07-04,111,82,0
"26849",1969-07-05,108,78,0
"26850",1969-07-06,104,72,0
"26851",1969-07-07,104,68,0
"26852",1969-07-08,103,71,0
"26853",1969-07-09,102,83,0
"26854",1969-07-10,106,78,0
"26855",1969-07-11,104,85,0
"26856",1969-07-12,105,87,0
"26857",1969-07-13,108,82,0
"26858",1969-07-14,108,85,0
"26859",1969-07-15,108,81,0
"26860",1969-07-16,100,83,0.04
"26861",1969-07-17,97,81,0.02
"26862",1969-07-18,101,75,0.01
"26863",1969-07-19,101,86,0
"26864",1969-07-20,103,79,0
"26865",1969-07-21,108,83,0
"26866",1969-07-22,106,82,0.01
"26867",1969-07-23,97,78,0.2
"26868",1969-07-24,104,82,0
"26869",1969-07-25,104,82,0
"26870",1969-07-26,96,82,0
"26871",1969-07-27,100,82,0
"26872",1969-07-28,104,85,0
"26873",1969-07-29,106,85,0
"26874",1969-07-30,110,87,0
"26875",1969-07-31,113,87,0
"26876",1969-08-01,107,83,0.01
"26877",1969-08-02,110,87,0
"26878",1969-08-03,111,89,0
"26879",1969-08-04,113,87,0
"26880",1969-08-05,114,88,0
"26881",1969-08-06,105,88,0
"26882",1969-08-07,106,79,0.02
"26883",1969-08-08,103,79,0
"26884",1969-08-09,104,84,0
"26885",1969-08-10,106,85,0
"26886",1969-08-11,108,84,0
"26887",1969-08-12,101,83,0
"26888",1969-08-13,102,83,0
"26889",1969-08-14,99,74,0.01
"26890",1969-08-15,108,81,0
"26891",1969-08-16,109,82,0
"26892",1969-08-17,104,84,0
"26893",1969-08-18,104,78,0.05
"26894",1969-08-19,107,82,0
"26895",1969-08-20,108,78,0
"26896",1969-08-21,110,81,0
"26897",1969-08-22,110,89,0.01
"26898",1969-08-23,110,87,0
"26899",1969-08-24,101,81,0
"26900",1969-08-25,105,83,0
"26901",1969-08-26,105,81,0
"26902",1969-08-27,105,83,0
"26903",1969-08-28,105,84,0
"26904",1969-08-29,98,75,0.04
"26905",1969-08-30,104,80,0
"26906",1969-08-31,107,81,0
"26907",1969-09-01,107,82,0
"26908",1969-09-02,106,81,0
"26909",1969-09-03,104,78,0
"26910",1969-09-04,103,81,0
"26911",1969-09-05,102,78,0
"26912",1969-09-06,104,77,0
"26913",1969-09-07,104,82,0
"26914",1969-09-08,107,83,0
"26915",1969-09-09,108,82,0
"26916",1969-09-10,107,80,0
"26917",1969-09-11,101,75,0.22
"26918",1969-09-12,90,70,0.08
"26919",1969-09-13,82,73,0.4
"26920",1969-09-14,90,71,0.04
"26921",1969-09-15,87,69,0.04
"26922",1969-09-16,93,68,1.33
"26923",1969-09-17,92,67,0
"26924",1969-09-18,97,67,0
"26925",1969-09-19,97,68,0
"26926",1969-09-20,97,72,0
"26927",1969-09-21,93,70,0
"26928",1969-09-22,94,69,0
"26929",1969-09-23,97,68,0
"26930",1969-09-24,99,67,0
"26931",1969-09-25,100,65,0
"26932",1969-09-26,100,66,0
"26933",1969-09-27,101,69,0
"26934",1969-09-28,104,74,0
"26935",1969-09-29,103,70,0
"26936",1969-09-30,101,69,0
"26937",1969-10-01,98,65,0
"26938",1969-10-02,93,68,0
"26939",1969-10-03,90,67,0
"26940",1969-10-04,82,62,0
"26941",1969-10-05,83,50,0
"26942",1969-10-06,88,51,0
"26943",1969-10-07,95,55,0
"26944",1969-10-08,95,65,0
"26945",1969-10-09,93,63,0
"26946",1969-10-10,88,59,0
"26947",1969-10-11,81,61,0
"26948",1969-10-12,77,50,0
"26949",1969-10-13,81,48,0
"26950",1969-10-14,82,51,0
"26951",1969-10-15,82,55,0
"26952",1969-10-16,86,58,0
"26953",1969-10-17,87,59,0
"26954",1969-10-18,75,57,0
